teamName,season,sport,headCoach,stat,rank,value
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Field-Goal Percentage,253,38.2
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Free-Throw Percentage,301,64.0
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Three-Point Field-Goal Percentage,277,28.6
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Rebound Margin,114,2.4
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Turnover Margin,301,-3.20
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Turnovers Per Game,304,18.4
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Assist Turnover Ratio,313,0.58
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Field-Goal Percentage Defense,143,39.3
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Three Pt FG Defense,199,31.7
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Blocked Shots Per Game,261,2.4
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Steals Per Game,T-230,7.0
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Personal Fouls Per Game,158,16.6
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Assists Per Game,T-309,10.6
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,Three-Point Field Goals Per Game,332,3.6
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Corner Kicks Per Game,27,6.27
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Scoring Offense,182,1.32
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Shot Accuracy,106,0.484
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Total Goals,T-122,29
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Goals-Against Average,14,0.529
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Shutout Percentage,T-14,0.591
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Save Pct,14,0.854
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Won-Lost-Tied Percentage,T-19,0.773
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Points Per Game,175,3.77
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Assists Per Game,159,1.14
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Saves Per Game,291,3.18
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Fouls Per Game,168,9.68
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Shots on Goal Per Game,126,6.14
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Total Points,124,83
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Shots Per Game,160,12.68
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Total Assists,T-113,25
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,Penalty Kicks,T-1,1.000
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Scoring Offense,187,64.6
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Scoring Defense,243,66.9
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Scoring Margin,229,-2.4
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Field-Goal Percentage,124,40.8
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Free-Throw Percentage,225,67.6
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Three-Point Field-Goal Percentage,182,31.0
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Rebound Margin,156,1.1
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Turnover Margin,256,-1.74
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Turnovers Per Game,105,14.6
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Assist Turnover Ratio,100,0.94
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Field-Goal Percentage Defense,146,39.4
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Three Pt FG Defense,226,32.1
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Blocked Shots Per Game,T-93,3.8
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Steals Per Game,312,5.8
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Personal Fouls Per Game,19,14.1
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Assists Per Game,115,13.8
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,Three-Point Field Goals Per Game,280,4.6
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Corner Kicks Per Game,308,2.63
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Scoring Offense,T-264,0.89
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Shot Accuracy,149,0.468
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Total Goals,T-253,17
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Goals-Against Average,255,1.689
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Shutout Percentage,T-256,0.211
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Save Pct,158,0.773
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Won-Lost-Tied Percentage,244,0.368
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Points Per Game,289,2.16
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Assists Per Game,316,0.37
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Saves Per Game,45,5.74
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Fouls Per Game,134,9.21
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Shots on Goal Per Game,313,3.84
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Total Points,T-280,41
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Shots Per Game,317,8.21
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Total Assists,T-309,7
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,Penalty Kicks,T-148,0.750
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Scoring Offense,118,68.0
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Scoring Defense,98,61.3
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Scoring Margin,78,6.7
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Field-Goal Percentage,175,39.8
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Free-Throw Percentage,66,73.6
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Three-Point Field-Goal Percentage,38,35.0
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Rebound Margin,159,0.8
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Turnover Margin,20,5.23
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Turnovers Per Game,8,11.5
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Assist Turnover Ratio,37,1.12
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Field-Goal Percentage Defense,184,40.1
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Three Pt FG Defense,288,33.3
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Blocked Shots Per Game,T-253,2.4
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Steals Per Game,180,7.7
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Personal Fouls Per Game,146,16.4
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Assists Per Game,169,12.9
Wofford Terriers,2019-20,Women's Basketball,Jimmy Garrity,Three-Point Field Goals Per Game,65,7.3
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Corner Kicks Per Game,302,2.78
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Scoring Offense,75,1.78
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Shot Accuracy,135,0.472
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Total Goals,T-99,32
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Goals-Against Average,250,1.662
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Shutout Percentage,T-239,0.222
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Save Pct,256,0.724
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Won-Lost-Tied Percentage,93,0.611
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Points Per Game,T-105,4.61
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Assists Per Game,173,1.06
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Saves Per Game,181,4.22
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Fouls Per Game,T-285,11.33
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Shots on Goal Per Game,T-170,5.72
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Total Points,T-124,83
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Shots Per Game,188,12.11
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Total Assists,T-183,19
Wright St. Raiders,2019-20,Women's Soccer,Pat Ferguson,Penalty Kicks,T-1,1.000
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Scoring Offense,114,68.1
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Scoring Defense,132,62.8
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Scoring Margin,103,5.3
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Field-Goal Percentage,147,40.2
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Free-Throw Percentage,268,66.0
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Three-Point Field-Goal Percentage,226,30.0
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Rebound Margin,14,8.8
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Offensive Rebounds per Game,2,17.0
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Turnover Margin,164,0.39
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Turnovers Per Game,47,13.6
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Assist Turnover Ratio,112,0.92
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Field-Goal Percentage Defense,89,38.2
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Three Pt FG Defense,136,30.6
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Blocked Shots Per Game,T-56,4.2
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Steals Per Game,235,6.9
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Personal Fouls Per Game,205,17.3
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Assists Per Game,199,12.5
Wright St. Raiders,2019-20,Women's Basketball,Katrina Merriweather,Three-Point Field Goals Per Game,T-233,5.2
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Corner Kicks Per Game,171,4.32
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Scoring Offense,T-123,1.53
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Shot Accuracy,3,0.591
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Total Goals,T-122,29
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Goals-Against Average,209,1.460
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Shutout Percentage,T-256,0.211
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Save Pct,133,0.783
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Won-Lost-Tied Percentage,T-160,0.500
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Points Per Game,T-161,3.89
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Assists Per Game,T-218,0.84
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Saves Per Game,50,5.68
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Fouls Per Game,T-131,9.16
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Shots on Goal Per Game,T-80,6.68
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Total Points,T-158,74
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Shots Per Game,T-218,11.32
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Total Assists,T-211,16
Wyoming Cowgirls,2019-20,Women's Soccer,Pete Cuadrado,Penalty Kicks,T-163,0.667
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Scoring Offense,191,64.4
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Scoring Defense,73,60.0
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Scoring Margin,114,4.4
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Field-Goal Percentage,65,42.9
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Free-Throw Percentage,8,78.3
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Three-Point Field-Goal Percentage,71,33.8
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Rebound Margin,96,3.2
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Turnover Margin,249,-1.55
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Turnovers Per Game,28,13.0
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Assist Turnover Ratio,85,0.98
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Field-Goal Percentage Defense,137,39.2
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Three Pt FG Defense,218,32.0
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Blocked Shots Per Game,242,2.6
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Steals Per Game,315,5.7
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Personal Fouls Per Game,4,12.8
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Assists Per Game,T-183,12.8
Wyoming Cowgirls,2019-20,Women's Basketball,Gerald Mattinson,Three-Point Field Goals Per Game,98,6.8
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Corner Kicks Per Game,59,5.61
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Scoring Offense,63,1.87
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Shot Accuracy,187,0.453
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Total Goals,T-40,43
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Goals-Against Average,30,0.745
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Shutout Percentage,22,0.565
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Save Pct,69,0.807
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Won-Lost-Tied Percentage,T-13,0.783
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Points Per Game,50,5.57
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Assists Per Game,36,1.83
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Saves Per Game,305,3.09
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Fouls Per Game,260,10.83
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Shots on Goal Per Game,75,6.78
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Total Points,30,128
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Shots Per Game,66,14.96
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Total Assists,T-26,42
Xavier Musketeers,2019-20,Women's Soccer,Nate Lie,Penalty Kicks,T-197,0.500
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Scoring Offense,268,60.1
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Scoring Defense,293,70.1
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Scoring Margin,T-314,-10.1
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Field-Goal Percentage,316,36.1
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Free-Throw Percentage,281,65.2
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Three-Point Field-Goal Percentage,119,32.1
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Rebound Margin,250,-2.4
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Turnover Margin,239,-1.37
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Turnovers Per Game,221,16.6
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Assist Turnover Ratio,226,0.74
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Field-Goal Percentage Defense,291,42.1
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Three Pt FG Defense,290,33.3
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Blocked Shots Per Game,186,3.1
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Steals Per Game,196,7.5
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Personal Fouls Per Game,T-254,18.1
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Assists Per Game,214,12.3
Xavier Musketeers,2019-20,Women's Basketball,Mel Moore,Three-Point Field Goals Per Game,T-162,6.0
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Corner Kicks Per Game,10,7.19
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Scoring Offense,56,1.94
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Shot Accuracy,308,0.391
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Total Goals,T-104,31
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Goals-Against Average,46,0.846
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Shutout Percentage,T-111,0.375
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Save Pct,163,0.770
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Won-Lost-Tied Percentage,41,0.719
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Points Per Game,48,5.63
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Assists Per Game,T-43,1.75
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Saves Per Game,310,2.94
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Fouls Per Game,268,11.00
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Shots on Goal Per Game,131,6.06
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Total Points,96,90
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Shots Per Game,47,15.50
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Total Assists,T-79,28
Yale Bulldogs,2019-20,Women's Soccer,Brendan Faherty,Penalty Kicks,T-197,0.500
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Scoring Offense,97,68.9
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Scoring Defense,114,62.1
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Scoring Margin,75,6.8
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Field-Goal Percentage,55,43.2
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Free-Throw Percentage,237,67.1
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Three-Point Field-Goal Percentage,64,34.1
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Rebound Margin,222,-1.4
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Turnover Margin,83,2.26
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Turnovers Per Game,90,14.4
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Assist Turnover Ratio,106,0.93
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Field-Goal Percentage Defense,112,38.6
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Three Pt FG Defense,207,31.8
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Blocked Shots Per Game,86,3.9
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Steals Per Game,159,7.9
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Personal Fouls Per Game,42,15.0
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Assists Per Game,T-136,13.4
Yale Bulldogs,2019-20,Women's Basketball,Allison Guth,Three-Point Field Goals Per Game,188,5.6
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Corner Kicks Per Game,323,2.28
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Scoring Offense,T-309,0.67
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Shot Accuracy,222,0.441
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Total Goals,T-305,12
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Goals-Against Average,300,2.120
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Shutout Percentage,T-277,0.167
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Save Pct,T-195,0.750
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Won-Lost-Tied Percentage,294,0.250
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Points Per Game,T-294,2.00
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Assists Per Game,T-266,0.67
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Saves Per Game,22,6.50
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Fouls Per Game,143,9.33
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Shots on Goal Per Game,323,3.50
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Total Points,294,36
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Shots Per Game,322,7.94
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Total Assists,T-265,12
Youngstown St. Penguins,2019-20,Women's Soccer,Brian Shrum,Penalty Kicks,T-1,1.000
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Scoring Offense,178,64.9
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Scoring Defense,257,67.8
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Scoring Margin,T-234,-2.9
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Field-Goal Percentage,199,39.3
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Free-Throw Percentage,3,79.6
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Three-Point Field-Goal Percentage,137,31.7
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Rebound Margin,239,-2.0
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Turnover Margin,224,-0.97
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Turnovers Per Game,113,14.7
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Assist Turnover Ratio,188,0.79
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Field-Goal Percentage Defense,258,41.3
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Three Pt FG Defense,T-224,32.1
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Blocked Shots Per Game,277,2.3
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Steals Per Game,T-305,5.9
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Personal Fouls Per Game,T-151,16.5
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Assists Per Game,259,11.7
Youngstown St. Penguins,2019-20,Women's Basketball,John Barnes,Three-Point Field Goals Per Game,58,7.4
